publisher,news_count,score_sum,score_mean,burst_news_count,burst_score_sum,burst_pv_sum,burst_days
熊谷観光局,3,3,1.0,1.0,1.0,4072.0,1.0
熱海経済新聞,2,2,1.0,0.0,0.0,0.0,0.0
現代ビジネス,651,43,0.06605222734254992,83.0,18.0,420499.0,39.0
琉球ゴールデンキングス,1,0,0.0,0.0,0.0,0.0,0.0
琉球新報デジタル,20,8,0.4,0.0,0.0,0.0,0.0
生活協同組合コープさっぽろ,1,2,2.0,0.0,0.0,0.0,0.0
産経ニュース,323,393,1.21671826625387,77.0,97.0,1509147.0,59.0
留学プレス,1,-1,-1.0,0.0,0.0,0.0,0.0
盛岡経済新聞,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
相模女子大学,1,1,1.0,0.0,0.0,0.0,0.0
知っ得レシピ,60,16,0.26666666666666666,2.0,2.0,10745.0,2.0
知財図鑑,1,-1,-1.0,0.0,0.0,0.0,0.0
社交ダンス情報総合サイト ダンスビュウ,2,3,1.5,0.0,0.0,0.0,0.0
神戸ジャーナル,20,21,1.05,3.0,6.0,9671.0,2.0
神戸新聞,108,95,0.8796296296296297,12.0,18.0,120903.0,12.0
神戸経済新聞,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
福テレ,1,1,1.0,0.0,0.0,0.0,0.0
福井放送,1,0,0.0,0.0,0.0,0.0,0.0
福井新聞社,8,10,1.25,2.0,0.0,2092.0,2.0
福井経済新聞,1,2,2.0,0.0,0.0,0.0,0.0
福岡の高校野球,1,0,0.0,0.0,0.0,0.0,0.0
福岡ふかぼりメディア ささっとー,6,2,0.3333333333333333,0.0,0.0,0.0,0.0
福岡ソフトバンクホークス,3,3,1.0,0.0,0.0,0.0,0.0
福島民報社,5,0,0.0,2.0,0.0,1093.0,2.0
福島経済新聞,1,-1,-1.0,0.0,0.0,0.0,0.0
秋田経済新聞,4,-1,-0.25,0.0,0.0,0.0,0.0
秋田魁新報電子版,1,2,2.0,0.0,0.0,0.0,0.0
窓の杜,2,0,0.0,0.0,0.0,0.0,0.0
立川経済新聞,28,-30,-1.0714285714285714,3.0,-10.0,7154.0,3.0
立憲民主党,3,-1,-0.3333333333333333,0.0,0.0,0.0,0.0
競艇マクール,13,-8,-0.6153846153846154,2.0,-2.0,3222.0,2.0
競馬のおはなし,6,5,0.8333333333333334,3.0,1.0,8687.0,2.0
競馬予想のウマニティ,1,-1,-1.0,0.0,0.0,0.0,0.0
笹川スポーツ財団,1,0,0.0,0.0,0.0,0.0,0.0
筑後いこい,3,5,1.6666666666666667,3.0,5.0,9504.0,2.0
紀伊國屋書店ウェブストア,8,10,1.25,0.0,0.0,0.0,0.0
紀伊民報AGARA,4,3,0.75,0.0,0.0,0.0,0.0
経済効果.NET,1,3,3.0,0.0,0.0,0.0,0.0
経済界ウェブ,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
繊研新聞,9,16,1.7777777777777777,0.0,0.0,0.0,0.0
美的,91,113,1.2417582417582418,10.0,7.0,71763.0,10.0
美術展ナビ,28,60,2.142857142857143,9.0,21.0,63798.0,7.0
美術手帖,7,10,1.4285714285714286,0.0,0.0,0.0,0.0
美術館・アート情報,1,0,0.0,0.0,0.0,0.0,0.0
耳マン,1,0,0.0,0.0,0.0,0.0,0.0
聯合ニュース,3,4,1.3333333333333333,1.0,3.0,6623.0,1.0
自由が丘経済新聞,1,1,1.0,2.0,2.0,10910.0,2.0
致知出版社,1,3,3.0,0.0,0.0,0.0,0.0
興行通信社,7,8,1.1428571428571428,0.0,0.0,0.0,0.0
舌肥 shitakoe,7,9,1.2857142857142858,1.0,0.0,11485.0,1.0
舟ラブ,15,-4,-0.26666666666666666,0.0,0.0,0.0,0.0
船場経済新聞,1,0,0.0,0.0,0.0,0.0,0.0
茨城新聞クロスアイ,2,3,1.5,0.0,0.0,0.0,0.0
葛飾経済新聞,1,0,0.0,0.0,0.0,0.0,0.0
衛星劇場,3,1,0.3333333333333333,1.0,1.0,3042.0,1.0
装苑ONLINE,60,82,1.3666666666666667,1.0,1.0,3151.0,1.0
西スポWEB OTTO!,27,-8,-0.2962962962962963,4.0,-1.0,14081.0,4.0
西スポレースサイト,2,1,0.5,0.0,0.0,0.0,0.0
西宮つーしん,6,9,1.5,0.0,0.0,0.0,0.0
西宮流,2,3,1.5,0.0,0.0,0.0,0.0
西宮経済新聞,1,-1,-1.0,0.0,0.0,0.0,0.0
西日本新聞me,67,52,0.7761194029850746,4.0,-3.0,22181.0,4.0
観光経済新聞,11,7,0.6363636363636364,1.0,1.0,7861.0,1.0
読売テレビ,16,14,0.875,3.0,4.0,12953.0,3.0
読売新聞オンライン,227,232,1.0220264317180616,68.0,53.0,1816911.0,42.0
調布経済新聞,2,3,1.5,0.0,0.0,0.0,0.0
論座アーカイブ,14,6,0.42857142857142855,1.0,0.0,4262.0,1.0
豊田経済新聞,1,2,2.0,0.0,0.0,0.0,0.0
財界オンライン,1,0,0.0,0.0,0.0,0.0,0.0
財経新聞,2,2,1.0,1.0,1.0,9700.0,1.0
赤穂民報,2,0,0.0,0.0,0.0,0.0,0.0
赤羽マガジン,10,8,0.8,1.0,0.0,8674.0,1.0
超ワールドサッカー！,18,25,1.3888888888888888,4.0,9.0,26342.0,4.0
超！アニメディア,33,21,0.6363636363636364,2.0,4.0,9729.0,2.0
通販通信ECMO,1,2,2.0,0.0,0.0,0.0,0.0
週刊BCN＋,2,2,1.0,0.0,0.0,0.0,0.0
週刊エコノミスト Online,6,0,0.0,2.0,4.0,7906.0,2.0
週刊ファイト,4,0,0.0,0.0,0.0,0.0,0.0
週刊女性PRIME,1080,-650,-0.6018518518518519,145.0,-55.0,1518095.0,91.0
週刊粧業オンライン,1,2,2.0,0.0,0.0,0.0,0.0
週刊金曜日,1,-1,-1.0,0.0,0.0,0.0,0.0
遊技日本,2,3,1.5,0.0,0.0,0.0,0.0
道新スポーツ,6,6,1.0,0.0,0.0,0.0,0.0
選挙ドットコム,72,-28,-0.3888888888888889,0.0,0.0,0.0,0.0
野球の記録で話したい,1,1,1.0,0.0,0.0,0.0,0.0
野球育成解決サイト,2,2,1.0,0.0,0.0,0.0,0.0
金曜ロードシネマクラブ,14,9,0.6428571428571429,5.0,7.0,29630.0,3.0
金沢経済新聞,2,3,1.5,0.0,0.0,0.0,0.0
鈴鹿ポイントゲッターズ,6,11,1.8333333333333333,0.0,0.0,0.0,0.0
鉄道チャンネル,13,8,0.6153846153846154,1.0,0.0,1570.0,1.0
長崎新聞ホームページ,11,8,0.7272727272727273,0.0,0.0,0.0,0.0
長浜経済新聞,1,0,0.0,0.0,0.0,0.0,0.0
関東学院大学,1,1,1.0,1.0,1.0,2984.0,1.0
阪神タイガース 公式サイト,1,1,1.0,0.0,0.0,0.0,0.0
障害者ドットコム,1,2,2.0,0.0,0.0,0.0,0.0
集英社オンライン,6,2,0.3333333333333333,0.0,0.0,0.0,0.0
集英社新書プラス,9,-1,-0.1111111111111111,1.0,2.0,1955.0,1.0
電ファミニコゲーマー,13,16,1.2307692307692308,0.0,0.0,0.0,0.0
電撃オンライン,79,89,1.1265822784810127,12.0,15.0,89317.0,11.0
電撃ホビーウェブ,21,23,1.0952380952380953,1.0,1.0,5924.0,1.0
電波新聞デジタル,8,11,1.375,0.0,0.0,0.0,0.0
静岡ライフ,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
静岡新聞DIGITAL Web,12,12,1.0,4.0,6.0,88983.0,2.0
韓スタ！,7,3,0.42857142857142855,1.0,2.0,13259.0,1.0
韓ドラ時代劇.com,1,2,2.0,0.0,0.0,0.0,0.0
音楽業界総合情報サイト,127,202,1.5905511811023623,13.0,26.0,370867.0,11.0
食品新聞 WEB版,36,34,0.9444444444444444,1.0,-1.0,1962.0,1.0
食品産業新聞社ニュースWEB,25,27,1.08,1.0,1.0,3712.0,1.0
飲食店ドットコム,1,3,3.0,0.0,0.0,0.0,0.0
館林くらし,1,1,1.0,0.0,0.0,0.0,0.0
首相官邸ホームページ,1,0,0.0,0.0,0.0,0.0,0.0
高崎前橋経済新聞,3,4,1.3333333333333333,0.0,0.0,0.0,0.0
高校サッカードットコム,1,-5,-5.0,1.0,-5.0,4637.0,1.0
高校生新聞オンライン,4,7,1.75,0.0,0.0,0.0,0.0
高田馬場経済新聞,2,-1,-0.5,0.0,0.0,0.0,0.0
高知さんさんテレビ,2,2,1.0,1.0,1.0,1784.0,1.0
鳥取マガジン,12,23,1.9166666666666667,1.0,3.0,45250.0,1.0
鹿児島経済新聞,1,1,1.0,0.0,0.0,0.0,0.0
麻雀ウォッチ,3,3,1.0,0.0,0.0,0.0,0.0
제민일보,1,-1,-1.0,0.0,0.0,0.0,0.0
＝LOVE Official Fan Club,1,0,0.0,0.0,0.0,0.0,0.0
ＪＲ東海,1,1,1.0,0.0,0.0,0.0,0.0
ＫＴＳ鹿児島テレビ,1,1,1.0,0.0,0.0,0.0,0.0
ＳＴＶ札幌テレビ 放送,7,-4,-0.5714285714285714,1.0,0.0,4010.0,1.0
